tweet,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,sarcastic,rephrase
Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,1,0,0,0,0,1,1,"In the follow up tweets, I said this: ""I would just like everyone reading this tweet to remember that we live in a capitalistic society and that 90% of your favorite organizations have huge stockpiles built up that would be super helpful in a public crisis. And many don’t pay taxes. If you think of a person or company or organization with the resources to share their excessive wealth... maybe write them emails and suggest they do so."""
Wow Bdubs can bench press 150 kilometers,0,1,0,0,0,0,1,Bdubs can't bench press 150 kilometers
"Nothing screams “I’m a glamorous cosmopolitan woman” like following your dog down the street in the midst of winter, saying “go potty! Go POTTY!” over and over again.",1,0,0,0,0,0,1,"Shouting ""go potty"" at my dog is not at all glamorous or cosmopolitan. "
"Heard a rumor that Baja Blast is coming to stores and regardless if anything else I hope for in life falls through, at least I'll have this.",1,0,0,0,1,0,1,I've heard that Baja Blast may be sold in stores and I would enjoy that because I think the drink is good. 
@KhoaVuUmn Reviewer 2: this is a very weak paper that fails proof of concept. Stating a cat bed is also a wizard's hat is totally wrong and your data cannot support this,1,0,0,0,0,0,1,"""this reminds me of the reviewer 2 trope"""
A wrong impression is once again my specialty,1,0,0,0,0,0,1,Unfortunately I made the wrong impressions again. 
if trees would simply stop producing flammable leaves climate change would not be an issue,0,1,0,0,0,0,1,putting the blame on trees for causing fires is stupid
haven’t written in months cuz there are no male teachers to impress 😣,1,0,0,0,0,0,1,I haven't written in a while and that sucks
hey quick question is it fall or spring???,0,1,0,0,0,1,1,Why is it so frickin warm in November someone lmk
when the toilet seat is warmed up for you&gt;&gt;&gt;,0,1,0,0,0,0,1,Ew this toilet seat is warmed up.
@PlayStationUK Nice,1,0,0,0,0,0,1,These aren't very good games
me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌,1,0,0,0,0,0,1,Me and Noah forgot our anniversary. That is not “couple goals” 
I can’t wait to hear more about the life of an upper middle class East Asian American whose only personality trait is drinking boba tea https://t.co/SapbXLd0r2,1,0,0,0,0,0,1,"""I am tired of hearing stories about upper-middle-class East Asians who are one-dimensional caricatures of Asian American culture. Let's hear more from underrepresented groups or get more realistic stories"". "
Hey what's the weather like today? Am I going to need an umbrella?,0,1,0,0,0,1,1,I'm joining in with the rest of Twitter and can't believe how much rain there is
trying to figure out how to use notion for my anime list. I think i’m dying,1,0,0,0,0,0,1,"""I'm so confused"""
Do you think anyone on Bachelor in Paradise has seen Oscar winner Parasite?,1,0,0,0,0,1,1,I do not think anyone on Bachelor in Paradise has seen Parasite.
"""your pronouns are what's in your pants"" ok. juicy/dumper",1,0,0,0,0,0,1,Your pronouns are not what's in your pants
"It’s so amazing how people forget you exist until they want something from you :,)",1,0,0,0,0,0,1,It is terrible how people forget you exist until they want something from you. 
"2 things I love:
1. Being woken up by construction work an hour before my alarm.
2. Sarcasm.",1,0,0,0,0,0,1,I really don't like being woken up by construction workers an hour before my alarm is meant to go off.
How bout you dont use a gazillion filters on your pictures,1,0,0,0,0,1,1,You edit your pictures so much it doesn’t look like you
"finished the queen's gambit, i loved a look into the 1960s in the american south with no racism just vibes",1,0,0,0,0,0,1,"it's odd that the queen's gambit is set in the american south in the 1960s, yet never discusses racism"
Wow it’s almost like we don’t nap every single day at the exact same time wow how dare I try to do the thing we do every single day!,1,0,0,0,0,0,1,We nap at the same time every day
@brruhia Nah bruh you just drinking it upside down 😂,1,0,0,0,0,0,1,I would have said this as an answer to a different question in order for it not to be sarcastic. 
@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,1,0,0,0,0,0,1,Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. You have surprised me by reaching new depths of depravity via tweeting this.
@PoliticalOrgy I thing you might be on to somethink!🙄,1,0,0,0,0,0,1,I don't think I could.
"Here comes the final of the UK #DailyBriefing - who will win, Johnson or Covid?",0,1,0,0,0,1,1,How will the UK government be changing the Coronavirus restrictions in tonight's briefing?
"""You're not a normal white girl"" lol ok",1,0,0,0,0,0,1,I am a normal white woman
Great time for sim and I to have our weekly life update.... 🌛🌜🐨 (closest thing to an owl) 💤💤💤💤💤😴,1,0,0,0,0,0,1,So late for Sim and I to have our weekly life update!
I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,0,1,0,0,0,0,1,I hate how difficult it is to shop for plus size clothes.
"@richardosman @GMB @susannareid100 @piersmorgan You've a book out? I hadn't realised.

Yes, you've already read this 8763 times this week, but hey.",1,0,0,0,0,1,1,I'm interested that you have a book out.
Hahahah @LibertyU is shutting down the entire campus for quarantine!! Couldn’t happen to a nicer group of Covid deniers! #CovidIsNotOver #karmaisabitch #Covid_19,1,0,0,0,0,0,1,It seems like liberty university has been chromatically shut down due to their inability to abide by social distancing or mask rules
Brother's off on a night out and I've gone to bed cos I feel exhausted and sick.... excellent 👍🏻,1,0,0,0,0,0,1,It’s not fair how I’m unwell yet my brother can head out on a night out 
“The App Store [is]... an economic miracle” 🙄 but Apple magic not working today at #AntiTrustHearings #Apple stifles innovation that is the lifeblood of our economy. -Lucy McBath speaking some truth today #HouseJudiciary https://t.co/2swhC9daBM,1,0,0,0,0,0,1,"Apple which arguably has a monopoly - in its users only being able to buy apps via its app store- was today described by Tim Cook as ""...an economic miracle"". It was tough to watch as Apple's CEO, Tim Cook, struggled in the hearing."
I love how they blur out Tristan’s face in this season of the kardashians LMAO like hmmmm I wonder who that mysterious man is,1,0,0,0,0,1,1,"Instead of ""I wonder who this man is"" its ""everyone knows who this man is"""
In sunny spain at the moment!!! Hows it all in england?,0,1,0,0,0,1,1,"its sunny in spain, sorry its raining back at home."
my super power is always biting into the sour cream side of the burrito no matter what,1,0,0,0,0,0,1,I cannot stand that every time I bite a burrito it's a mouthful of sour cream. 
if you display your pop funkos in the box then you’re a tory,1,0,0,0,0,0,1,I don’t like when people display pop funkos in their boxes
#HappyBirthdayKeanuReeves Keanu Reeves is so wholesome ☺️,1,0,0,0,0,0,1,Keanu Reeves is a pretty great guy.
"Don’t worry, 20 something people who follow me here, I brushed my hair for the first time in a week today. I know, impressive.",1,0,0,0,0,0,1,"I brushed my hair today, how easy. "
@kmflett And with a plentiful supply of rhubarb.,1,0,0,0,0,0,1,It is good that Geoff likes rhubarb. 
Hearing Kendrick Perkins refer to Alec Burks as Alecs Burk like he’s attorneys general &gt;&gt;&gt;&gt;,1,0,0,0,0,0,1,I would say I ahte him
"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",1,0,0,0,0,1,1,The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. 
We really need to remind people that universal healthcare means never needing to sit through another annual explanation of benefits meeting,1,0,0,0,0,0,1,Universal healthcare saves a lot of time and makes life easier
wow. i left on time today and the airport connector is all the way backed up. love that,0,1,0,0,0,0,1,"I'm so mad that I'm stuck in traffic and late to school, especially because I left early."
maybe i am a cyber bully,1,0,0,0,0,0,1,Telling someone when they’re wrong and being ignorant doesnt make me a cyber bully.
"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",0,1,0,0,0,0,1,I don't like when it's cold in florida
Andrews really trying to explain to me that football and rupauls drag race aren’t the same thing when it in fact is the same thing.,1,0,0,0,0,0,1,Football and RuPual's Drag Race are wildly different shows.
day 5 of people being mad about ellen sitting by gw bush is when we'll finally get to the bottom of this,1,0,0,0,0,0,1,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.
"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",1,0,0,0,0,0,1,Some jerk just honked at a garbage truck because it had to slow down to turn. It was obnoxious
NOT OLIVIA RODRIGO TRAITOR IN THE BACKGROUND #LoveIsland,0,1,0,0,0,0,1,traitor by olivia rodrigo in the background ?? YES 
i’ve never had protected sex,1,0,0,0,0,0,1,I always use protection when having sex
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",0,1,0,0,0,0,1,"Duodenum, Jejunum, and Ilium would not be cute names for triplets because they are the names of the three parts of the small intestine. "
Only yelled at one person while biking home this evening. Improvement!,1,0,0,0,0,0,1,I had to yell at someone while biking home today.
".@taylorswift13 is 100% going to post another photo with 5 holes in a fence 5 days before Lover is released, isn’t she?",1,0,0,0,0,1,1,Taylor swift is so extra.
the fact that “breaking: school shootings preventable” was an actual headline on nbc tonight is actually laughable,1,0,0,0,0,0,1,"the fact that ""breaking:school shootings preventable"" was an actual headline tonight is a sad commentary on our country"
I love when I start choking on my water in my 8 person class,1,0,0,0,0,0,1,It was embarrassing when I choked on water in front of my class. 
Whoop diddy scoop poop,1,0,0,0,0,0,1,I would’ve just tweeted that I hated Kanye’s new song. 
@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...,1,0,1,0,0,0,1,I would have said it ruined my Friday when I realised that I had been fooled by a Shatner impersonator. 
is it illegal to discriminate against someone on the basis that they have a joker tattoo,1,0,0,0,0,0,1,This guy has a joker tattoo and that's off-putting to me.
it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!,1,0,0,0,0,0,1,“i am going to go broke if i keep buying iced chai lattes”
"It would be a real shame if people shared this around and filled it with fake info. People should definitely not do that 😉
https://t.co/Px7dYqjh3I",1,0,0,0,0,0,1,"""People should share this and fill it out with fake info."""
"Well done Henri, cost us the win #nffc",1,0,0,0,0,0,1,"Terrible Henri,  you cost us the win."
I love not being pregnant so much it’s my fave thing about myself,1,0,0,0,1,0,1,Im happy not having children.
@ray_harren @tkinsonn buy really rare pokemon card,1,0,0,0,0,0,1,"Buy something that is of value, either stocks or other long-term investments"
"you like ketchup but not tomatoes???

grow up",1,0,0,0,0,0,1,It seems childish to enjoy ketchup but not tomatoes
Big day in the Mumford house #sports day,0,1,0,0,0,0,1,Such a shame there’s no sports day. 
@ShareZone5 @StockpickB You are a right bundle of laughs to take to the pictures Draft!,1,0,0,0,0,0,1,I would say he’s being miserable and not that his a bundle of laughs. 
"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",0,1,0,0,0,0,1,"""I don't think anyone regrets watching Spongebob as a child"""
"#bbcqt It sure would be nice if Ms May decided to answer a question, rather than dance readily around it.",1,0,0,0,0,0,1,Theresa May just needs to answer the question.
Does anyone not know Prince Harry got engaged? I don’t think there’s been enough in the news about it.,1,0,0,0,0,1,1,I think we've all heard enough about Harry and Meghan's engagement.
@sadgirlkali Make your husband agree to let you die first. FUN date topic for discussion,1,0,0,0,0,0,1,Talking about death is not a fun topic for date night.
im ollie im 5'8 and i think my 5'7 boyfriend is short,1,0,0,0,0,0,1,I think people below the height of 5'8 is short.
"Tonight @ dinner I sat by &amp; chatted w/ the former chancellor of Ole Miss, a former Miss MS, &amp; the owner of the Miss America pageant

Casual.",1,0,0,0,0,0,1,"Tonight @ dinner I sat by & chatted w/ the former chancellor of Ole Miss, a former Miss MS, & the owner of the Miss America pageant

I'm freaking out this was so cool!!!"
wow this growth spurt is really taking longer than i thought haha,1,0,0,0,0,0,1,I am short.
"Quarantine Day 256: Dear Ancient Greeks, re: the blanket-wearing—I get it. #QuarantineLife",1,0,0,0,0,0,1,"""Honestly, the value of comfortable clothing cannot be understated."""
my bf took my off his lock screen which obvi means he’s cheating on me,1,0,0,0,0,0,1,My boyfriend is cheating on me 
Gonna go cry now some no face told me to lose weight x,1,0,0,0,0,0,1,Fuck the person who told me to lose weight
'Margaret Thatcher' is trending... has 2016 taken another one?,1,0,0,0,0,0,1,"Non-sarcastically I'd probably say ""Oh, out of curiousity, what's the reason for Ms. Thatcher trending?"""
"Hear me out... The lyrics in ""coney island"" should've been ""lost again with no surprises, disappointments close your EYESES"" 

Fixed it for you @taylorswift13 😉

#evermorealbum 
@taylornation13",1,0,0,0,0,0,1,"The Lyrics to Coney Island should not have been ""Lost again with no surprises
Disappointments close your eyes""."
"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",1,0,0,0,0,0,1,I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.
Of course the moment I front the system is in utter chaos 🥴,1,0,0,0,0,0,1,I'm not happy about me fronting during chaos.
"Day 38 of quarantine is an interesting time to get a new drum kit, neighbor",1,0,0,0,0,0,1,Getting a drum kit this late into quarantine is weird and off putting. 
Hate this site [CHIRPBIRDICON],1,0,0,0,0,0,1,I love this site
did you know there is a direct correlation with how cool someone is and how high they cuff their pants?,1,0,0,0,0,1,1,Cuffing your pants too high is embarrassing and it does not make you cool
@McDonaldsUK Would love a cheeky McDonald’s breakfast before a busy day at work would set the day off on the right foot ! 💓 #FancyAMcDonalds,1,0,0,0,1,0,1,I would love a McDonalds breakfast this morning!
I swear this triller event is run by teenagers,1,0,0,0,0,0,1,The Triller boxing event seems to be run very poorly by inexperienced people
What kind of sins have y’all been committing for God to punish us with this kinda weather...,0,1,0,0,0,0,1,God are you punishing us by creating such bad weather?
I’m really looking forward to not hugging my friends and family through choice rather than by law.,1,0,0,0,0,0,1,I would like to continue social distancing and not hugging people ever 
Men will literally fake an injury on the football field instead of going to therapy,1,0,0,0,0,0,1,Men should go to therapy!!!
I don't think Republicans have any self awareness or any idea of how the world works... Nice try though.,1,0,0,0,0,0,1,"""I really think that older Republicans are lacking in self-awareness in the modern-day. They had a complete misstep and just ended up bullying a teenager."""
There is not enough people here #ivoryrooms,1,0,0,1,0,0,1,Ivory rooms is not busy tonight
I love online shopping because if I am physically in a store and an employee even looks at me I will immediately leave.,1,0,0,0,0,0,1,I like online shopping because I am shy.
WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,1,0,0,0,0,0,1,Why did I let the laundry pile up 5 baskets?
Boehner not clapping for gender pay equality. COOL.,1,0,0,0,0,0,1,Boehner sucks for not clapping for gender pay equality.
"Drop in Center to let people get the 1st or 2nd Vaccine open today . I went thinking I was able to get my 2nd one .
Wait in the que 30 mins .sits down arm ready to get ! 
Sorry your 12hrs to early !!! 
We cannot vacinate you till 56 days !!! @NicolaSturgeon #Seriously",1,0,0,0,0,0,1,I was to undertake my 2 covid vaccination but unfortunately I turned up 12 hrs to early and could be completed until after 56 days
"""I'm concerned about the environmental impact of my contact lenses,"" says the occasional daily wearer, throwing their Starbucks cup in the test room bin.",1,0,0,0,0,0,1,You can't care about the environment only when it's convenient to you. 
Shout out James Boswell  #unibowl,1,0,0,0,0,0,1,James Boswell is a waste man.
@ThomasCabaret84 @MicrobiomDigest @raoult_didier Surely you’re not suggesting that their own thorough investigation of their own suspected &lt;fraud&gt; (which found no evidence for said &lt;fraud&gt;) was carried out with anything but the very  highest levels of integrity? Seems completely legit to me…,1,0,0,0,0,0,1,I could have said “this investigation was not legitimately carried out.”
@xNemoooo @McDonaldsUK @tasshx Say swear you didn’t down all bev’s at Acapulco’s straight after?? 😘,1,0,0,0,0,0,1,Didn't you have all the beverages at Acapulco's last night? 
I got called ugly on Twitter by an uneducated teen who refuses to show his face:( I’m gonna cry myself to sleep😭 I’m in gut wrenching pain!,1,0,0,0,0,0,1,I was unaffected by an interaction with someone on twitter
"@benshapiro it’s true, every time my little cousins put on their masks they choke to death and have to be revived. it’s very stressful for us.",1,0,0,0,0,0,1,No.
Just dislocated my fucking knee again while out on a walk 🙃🙃🙃 FAB,1,0,0,0,0,0,1,"""I've dislocated my knee again, ouch!!!"""
Headaches that last all day nonstop🥰😍,1,0,0,0,0,0,1,I hate headaches and I have one.
"Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :(",1,0,0,0,0,0,1,It would be nice if T-Mobile could assist me in getting out of my contract
Football is turning into an anatomy lesson. COOL,1,0,0,0,0,0,1,I am frustrated with the new football graphics because I am uninterested in player injuries and it reminds me of anatomy class.
"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",1,0,0,0,0,0,1,It may be difficult for someone with an eating disorder to avoid worrying about their weight.
"As if I didn't know this anyway!
I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg",1,0,0,0,0,0,1,I already knew that I am a night-owl.
i would kill a man for a forehead kiss rn,1,0,0,0,1,0,1,"""I'd love a forehead kiss rn"""
Mental shoot out ends. Silent pause. Sirens start 🚨 Always so perfectly timed 🚔🚓👍🏽 #LineOfDuty #LineofDuty6 #LOD6 #LOD,1,0,0,0,0,0,1,The sirens always start just as the gunfire finishes 
Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗,1,0,0,0,0,0,1,“It was not enjoyable to be called the devil for taking someone’s phone”
everyone pls stop shooting fireworks my dog is scared :(,1,0,0,0,0,0,1,I wish people would stop shooting fireworks because it scares my dog.
I love days when Rob works short call and is only at the hospital for *checks watch* 13 hours.,1,0,0,0,0,0,1,I hate when Rob works short call and is still at the hospital for 13+ hours.
@tedcruz @Dream worst timeline,1,0,0,0,0,0,1,A US Senator should not be tweeting about Minecraft Youtubers. 
@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,1,0,0,0,0,0,1,I wish @BBCAMERICA would stop spoiling shows as they air with scenes from what I'm already watching.
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",0,1,0,0,0,0,1,"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""this bit of character death on a sunday has made me sad""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman."
i went outside today and suddenly my depression is cured,1,0,0,0,0,0,1,My depression will not be cured in a day 
Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,1,0,0,0,1,0,1,When I go to uni Im going to spend more 
love when the train stops in philly and everybody boards and of a sudden it smells like a ham sandwich,1,0,0,0,0,0,1,i'm disappointed but not surprised that my train stopped in philly and everybody got on and suddenly it smelled like ham sandwich
"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",1,0,0,0,0,0,1,Tesco have cancelled my order with no warning. please could i have an explanation and compensation for this.  
My dream is to be left alone.,1,0,0,0,0,0,1,I simply do not want to be bothered by annoying people ever again.
@lora__ SHOCKED. How am I supposed to tell the kids they're not going to Disneyland on June 21st after all? It's already been cancelled 36 times! https://t.co/SV8gpPn6yw,1,0,0,0,0,0,1,These people were aware of the risks when they booked these trips so they should not be surprised when they get cancelled. 
@BorisJohnson @MattHancock Oh really?,1,0,0,0,0,1,1,"Investment has been lacking for years, why should the public believe you now? "
we happy!!!!!!!!!!,1,0,0,0,0,0,1,I am unhappy
"first day of work, and i’ve already cried on the job 👍",1,0,0,0,0,0,1,"i would say the same thing and use a sad emoji like 😭,😢, or 😥"
The fact I nearly froze on my way to work this morning is definitely a sign it's not summer anymore #freezing,0,1,0,0,0,0,1,You wouldnt think it was summer anymore!
"Damn, imagine being vaxxed and then getting a cold and then losing your taste and smell.

Oh wait.",1,0,0,0,0,0,1,"To make it non-sarcastic I could have said, ""I hate having a cold and then losing my taste and smell."""
Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021,1,0,0,0,0,1,1,That’s an interesting machine. Is it very old?
"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day.
how do you think i am 💀",1,0,0,0,0,1,1,"“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”"
apparently it’s national siblings day? idgaf 💀,1,0,0,0,0,1,1,Happy national siblings day
Worked out 2 days in a row. I am quite literally the epitome of health and fitness,1,0,0,0,0,0,1,"i've worked out for two days in a row, i feel healthy."
yes i have little interest in doing things that applies to me,1,0,0,0,0,0,1,I am depressed and anxious
If you ever wanted to know what it feels like to have dyslexia I would recommend the book House of Leaves.,1,0,0,0,0,0,1,This book makes me feel like I don't really know how to read.
"@DanielIngolfur @The_Timbrodini @ViQueen55 @tedcruz I know, right? He even wanted poor people to be healthy, because he was basically a fucking communist. What a hippie.",1,0,0,0,0,1,1,"Jesus wanted everyone to be cared for, because he was all about loving and caring for your fellow man."
"@DylanPetit17 @jaredj5 Let's listen to Dylan Petit over actually doctors, biologists and epidemiologists. 🙄",1,0,0,0,0,0,1,Let's listen to doctors instead of this random guy online.
Don't let people walk all over you. Or breathe on you. Either one.,1,0,0,0,0,0,1,"I would say "" It's difficult but do your best to not let people walk all over you. Or breathe on you."" "
Kepa had a great game,1,0,0,0,0,0,1,Kepa was sh*t
I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is perfect.,1,0,0,0,0,0,1,I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is a sham. Send help.
"@Moffstovoi Well done! With the better coaching now available, can we expect a decent wee victory tomorrow? 😅",1,0,0,0,0,0,1,"Well done, great achievement. Can only be mutually beneficial. "
@stockwa16053563 @PeterGWall @michael_saylor Michael Saylor is efficient in his line of questioning. Feels like more an interrogation 😂⭕️,1,0,0,0,0,0,1,His questions are too basic the interview it not worth watching.
"I'd like to thank middle aged men watching the Olympics for solving the mental health crisis. Getting someone to shout ""get some perspective"" at every athlete struggling with anxiety will definitely solve their problem.",1,0,0,0,0,0,1,It's annoying that middle aged men are declaring people with mental health issues need to find some perspective; that's insensitive and unhelpful.
does ur dad hate you for no reason or are you normal?,1,0,0,0,0,1,1,I feel like my dad hates me
I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,1,0,0,0,0,0,1,I hate walking up 3 flights of stairs and catching my breath in the bathroom.
this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,1,0,0,0,0,0,1,"""This is my 3rd time taking the same biology course, I am not good at this subject at all"""
Hot dog eating contest as a form of assisted suicide,0,1,0,0,0,0,1,You shouldn't have a hot dog eating contest as a form of assisted suicide.
Being 20 years old and going to concerts with my mom means I can scream all the no-no lyrics bc iM aN aDuLt,1,0,0,0,0,0,1,I scream lyrics at concerts with my mom. 
it'd be nice if missguided actually had stock for once🙂🙂🙂,1,0,0,0,0,0,1,There is never any stock at misguided. 
first game not starting when it's supposed to? a UCF tradition,1,0,0,0,0,1,1,UCF football games get delayed or cancelled.
Having a bad week but what else is new!! At least I finally got paid 💕😭,1,0,0,0,0,1,1,I had another bad day which is becoming common for me at the moment.
im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,1,0,0,0,0,0,1,I wish someone would hire me so I don't have to go through hoops and hurdles.
just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,1,0,0,0,0,0,1,Self preservation isnt my strong suit
Turnover is the best band to cry to/drive to/daydream to/fall asleep to/ reminisce to/die to,1,0,0,0,0,0,1,"I would say, turnover is the best band to do anything to. The music just encapsulates so many feelings all at once!"
"Congratulations to Trump on his second impeachment. It’s a tremendous achievement borne of hard work, focus and dedication. Record breaking. Historic. Bigly. #ImpeachmentDay #TrumpImpeachment2",1,0,0,0,0,0,1,"You're a disgrace, President Trump, and you deserve to go to prison."
yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),0,1,0,0,0,0,1,I like to put oregano on my mac and cheese
everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me….rude 😤🙄 /j,1,0,0,0,0,0,1,Everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me.
Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,1,0,0,0,0,0,1,I was very annoyed today in my first class of the year because I sat next to someone who had very loud breaths.
every date I go on I get a little scared will be phone swap,1,0,0,0,0,0,1,I am not afraid that I will be on the show phone swap while I go on a for date
Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,1,0,0,0,0,0,1,Attacking wyco is dumb
"Blatantly obvious that Lionel Messi is now set for a move to Leeds.

The Newell’s old boys network.",1,0,0,0,0,0,1,Clearly Messi won't be signing for Leeds United but it would be interesting for him to play for Bielsa.
"Can’t wait to get home take a big ass antihistamine and roll in some topical steroids.

Damn it, skin! What did I ever do to you?!?!",1,0,0,0,0,1,1,My allergies are really acting up and I need to take some antihistamines and use ointment.
"“tit for tat, butter for fat, you kill my dog, i eat your cat” is a liberian proverb for “an eye for an eye”. my ancestors were spittin’",1,0,0,0,0,0,1,My ancestors spoke about a lot of true things
@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,1,0,0,0,0,1,1,I could tell the person to go read up on some facts it may help there IQ
was not aware that Crocs were appropriate business casual attire.,0,1,0,0,0,0,1,I do not think that Crocs are appropriate professional footwear.
"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",0,1,0,0,0,0,1,Who else remembers the Hannah Montana 2: Meet Miley Cyrus double album?
"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",1,0,0,0,0,0,1,Real fans don't have to prove themselves to anyone by listing off arbitrary facts. 
@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,1,0,0,0,0,0,1,"I would say ""Yeah, I never get why so people have the issue of maintaining eye contact, it's relatively easy for me to do."""
Replace Pelosi #Nancy,1,0,0,0,0,0,1,He should not have been elected president and donald trump won the presidency.
"oh sure, the mic’d up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂",1,0,0,0,0,0,1,"MLB players can swear on TV and not get in trouble, but when a youth softball player does the same thing, she will get in trouble."
@SrutisJay one of them smonks weed so it's super worth it /s,0,1,0,0,0,0,1,None of those designs are really worth the money.
@Dancruz07 Sureeeeeee you do,1,0,0,0,0,0,1,"I could've replied ""You do not despise me, you're my best friend."""
"Bart is closed rn in Oakland so I can’t go to work, I’m so upset....",1,0,0,0,0,0,1,I’m so happy I can’t go to work 
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,1,0,0,0,0,0,1,"I download this app again, but realistically I know it won't work."
"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. It takes a certain genius to be this crap.",1,0,0,0,0,0,1,"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. This is really very crap."
i’m going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you’ve ever heard in your pathetic little life,1,0,0,0,0,0,1,I wish I could take time for myself to heal in the ways that I need to and emerge from it being able to play the accordion.
It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,1,0,0,0,0,0,1,It's funny how you guys care about a winning streak right now. I would but my team lost. 
"ah yes, of the course the summer rain pours when im on foot.",0,1,0,0,0,0,1,"""why did it have to rain when im walking?"" "
Keanu reeves is killing his role in ozark season 3,1,0,0,0,0,0,1,The brother in ozark looks just like Keanu reeves!
getting stopped by tesco security is the highlight of my day,1,0,0,0,0,0,1,Proper embarrassing that I was stopped by Tesco security. Hate my life.
Yay for being locked out of your own  house because you forgot your key,1,0,0,0,0,0,1,I hate being locked out of my house when I forget my keys. 
craving an ice pick lobotomy on this Friday afternoon,1,0,0,0,0,0,1,I would love to go to bed and end this hard day. 
